id_department,department_name,terrain_area,old_antenna,new_antenna_type
5,Bolivar,1467000,13,b
9,Casanare,57200,25,d
30,Valle del Cauca,29600,19,b
19,Magdalena,1049600,1,c
4,Atlantico,1366800,10,d
6,Boyaca,145400,17,a
5,Bolivar,184000,7,c
16,Guaviare,1863400,14,a
2,Antioquia,1660000,17,d
9,Casanare,1353200,25,a
32,Vichada,687800,10,b
25,Risaralda,323400,17,e
12,Choco,906200,16,c
24,Quindio,1444000,26,d
28,Sucre,649800,7,c
27,Santander,1506600,4,d
10,Cauca,59400,20,e
18,La Guajira,879200,4,a
30,Valle del Cauca,1137600,24,c
9,Casanare,857200,2,d
16,Guaviare,1675000,10,a
1,Amazonas,1596800,13,e
30,Valle del Cauca,1870200,11,d
16,Guaviare,805200,16,d
4,Atlantico,831400,16,a
4,Atlantico,1726400,7,c
3,Arauca,666600,26,e
4,Atlantico,1033000,15,e
22,Norte de Santander,662000,17,a
27,Santander,979800,22,d
11,Cesar,630800,19,b
3,Arauca,872600,2,e
9,Casanare,1110800,11,e
22,Norte de Santander,49800,2,b
18,La Guajira,171600,3,d
17,Huila,331400,24,b
24,Quindio,1952600,25,e
9,Casanare,752800,19,e
18,La Guajira,1223800,16,c
27,Santander,1406200,25,a
28,Sucre,453800,25,a
5,Bolivar,1593000,2,c
8,Caqueta,14600,22,b
30,Valle del Cauca,518000,30,c
1,Amazonas,314600,23,b
22,Norte de Santander,686200,18,b
11,Cesar,338800,26,b
28,Sucre,893200,15,b
6,Boyaca,356800,11,a
19,Magdalena,1119000,5,c
31,Vaupes,1714000,4,b
5,Bolivar,1230400,15,c
23,Putumayo,158200,26,a
22,Norte de Santander,1041800,27,c
16,Guaviare,773600,20,d
30,Valle del Cauca,1586400,17,c
22,Norte de Santander,900200,26,d
4,Atlantico,696800,4,a
1,Amazonas,1448000,6,b
13,Cordoba,377200,26,d
6,Boyaca,704200,4,a
28,Sucre,426200,11,b
13,Cordoba,1581600,29,e
10,Cauca,895200,8,b
20,Meta,372200,1,c
11,Cesar,151800,24,b
5,Bolivar,672800,30,b
4,Atlantico,1751400,19,a
23,Putumayo,1268400,7,e
29,Tolima,593400,6,d
24,Quindio,91400,15,d
3,Arauca,751400,4,e
14,Cundinamarca,1209800,22,d
30,Valle del Cauca,229800,16,b
11,Cesar,1876200,22,a
13,Cordoba,1783200,18,b
15,Guainia,1897200,7,e
2,Antioquia,817000,30,b
29,Tolima,5200,16,c
25,Risaralda,985200,9,a
17,Huila,923000,1,e
23,Putumayo,726600,20,e
12,Choco,621600,10,b
29,Tolima,782600,16,c
8,Caqueta,1414200,4,b
20,Meta,769800,14,d
32,Vichada,1726800,6,b
2,Antioquia,1763600,19,c
5,Bolivar,1698600,13,c
9,Casanare,731400,21,e
2,Antioquia,430400,14,e
28,Sucre,1353000,27,d
30,Valle del Cauca,1783200,21,a
3,Arauca,1372600,7,a
28,Sucre,1099800,9,d
18,La Guajira,472200,27,c
16,Guaviare,1129200,15,d
3,Arauca,1522000,10,a
8,Caqueta,1939800,8,a
2,Antioquia,1400200,20,b
21,Narino,1854400,23,b
16,Guaviare,1325200,3,c
30,Valle del Cauca,949600,29,c
20,Meta,113200,1,d
6,Boyaca,406600,7,c
4,Atlantico,635600,25,a
4,Atlantico,1071600,15,b
12,Choco,614800,3,a
1,Amazonas,178200,14,d
4,Atlantico,1903600,27,e
3,Arauca,100000,1,a
21,Narino,1139600,25,b
23,Putumayo,176000,14,d
23,Putumayo,1165800,12,a
15,Guainia,201600,13,b
30,Valle del Cauca,521600,27,a
30,Valle del Cauca,106200,5,c
24,Quindio,1080000,1,d
19,Magdalena,1941800,2,c
2,Antioquia,839800,1,d
2,Antioquia,1429800,2,e
5,Bolivar,90000,9,b
31,Vaupes,1773600,6,d
32,Vichada,1604000,3,b
18,La Guajira,618400,9,e
5,Bolivar,627200,27,a
8,Caqueta,294400,4,d
17,Huila,280200,7,e
4,Atlantico,675200,11,e
21,Narino,352800,11,d
25,Risaralda,776600,11,c
14,Cundinamarca,1466000,11,d
25,Risaralda,1728200,1,e
16,Guaviare,1878600,29,e
8,Caqueta,170400,21,b
12,Choco,899000,2,b
24,Quindio,1976200,25,c
12,Choco,1024200,3,b
7,Caldas,73800,13,c
20,Meta,219200,24,b
15,Guainia,1979000,29,d
14,Cundinamarca,1058600,24,b
22,Norte de Santander,515400,7,d
27,Santander,714200,9,d
2,Antioquia,1265400,17,b
24,Quindio,383600,29,d
21,Narino,1222200,10,c
22,Norte de Santander,768000,9,e
16,Guaviare,402200,5,d
10,Cauca,1725200,0,e
17,Huila,1259400,20,d
17,Huila,557200,16,c
5,Bolivar,1380600,3,e
24,Quindio,1255600,26,c
9,Casanare,1515800,3,c
13,Cordoba,1396000,25,c
7,Caldas,777800,16,a
10,Cauca,1260600,18,a
23,Putumayo,600,27,b
12,Choco,1633600,19,c
22,Norte de Santander,1522000,20,a
13,Cordoba,663400,20,d
21,Narino,1309400,4,c
9,Casanare,1388400,0,e
22,Norte de Santander,1192600,16,e
30,Valle del Cauca,1152800,26,c
1,Amazonas,1384800,23,b
18,La Guajira,1856200,18,c
15,Guainia,1407600,28,d
26,San Andres y Providencia,1558600,4,a
29,Tolima,1553800,14,d
27,Santander,741600,16,b
24,Quindio,1317600,30,d
14,Cundinamarca,831400,10,d
15,Guainia,537600,27,a
31,Vaupes,1354800,8,d
31,Vaupes,573800,1,d
24,Quindio,1202000,25,d
15,Guainia,1367200,16,d
32,Vichada,1636800,21,e
4,Atlantico,179600,19,e
11,Cesar,557600,4,e
32,Vichada,884000,0,e
6,Boyaca,1972800,20,e
29,Tolima,233800,29,e
11,Cesar,465600,25,d
20,Meta,1560200,21,d
24,Quindio,1100200,12,b
3,Arauca,1972000,18,d
19,Magdalena,448400,24,b
14,Cundinamarca,1127800,19,e
16,Guaviare,1596000,29,c
11,Cesar,512600,6,a
24,Quindio,286800,25,c
24,Quindio,293800,7,b
12,Choco,501000,21,b
15,Guainia,951000,29,b
21,Narino,1601600,15,b
4,Atlantico,1597600,12,a
20,Meta,1753000,3,e
8,Caqueta,1873200,1,e
8,Caqueta,281800,8,c
16,Guaviare,1395200,11,c
15,Guainia,1557000,3,a
27,Santander,647600,26,a
19,Magdalena,38600,7,d
5,Bolivar,137000,22,a
20,Meta,312800,8,b
23,Putumayo,1157600,21,a
21,Narino,1599200,27,b
3,Arauca,96200,1,b
22,Norte de Santander,332000,25,e
10,Cauca,149400,20,e
15,Guainia,1580800,29,b
32,Vichada,1190200,27,c
13,Cordoba,725400,18,e
28,Sucre,1978400,3,d
19,Magdalena,1748400,13,d
4,Atlantico,995800,19,b
31,Vaupes,1137600,18,c
28,Sucre,861400,20,b
25,Risaralda,1441200,18,c
12,Choco,166200,21,b
28,Sucre,1150600,4,e
1,Amazonas,1034800,0,e
25,Risaralda,421200,1,b
2,Antioquia,1532000,30,e
25,Risaralda,1446400,20,d
20,Meta,1474600,27,c
3,Arauca,1950000,2,b
16,Guaviare,1682800,20,d
6,Boyaca,1316400,8,a
14,Cundinamarca,1777400,2,d
20,Meta,1416600,4,a
9,Casanare,1764200,11,d
18,La Guajira,1723000,1,d
5,Bolivar,1823400,7,e
10,Cauca,534400,4,e
8,Caqueta,136800,8,e
2,Antioquia,1566000,23,d
21,Narino,567600,10,c
10,Cauca,959400,22,b
16,Guaviare,1049200,19,a
1,Amazonas,671200,28,e
19,Magdalena,1564200,8,e
11,Cesar,1641200,9,c
22,Norte de Santander,1769200,0,e
26,San Andres y Providencia,206400,6,a
3,Arauca,1168200,29,b
5,Bolivar,917800,15,c
15,Guainia,1534000,13,a
6,Boyaca,877400,9,c
27,Santander,646400,23,b
31,Vaupes,789200,26,d
24,Quindio,1900000,12,a
10,Cauca,791800,19,d
18,La Guajira,1731800,8,e
10,Cauca,493000,7,b
3,Arauca,1956200,14,b
28,Sucre,1905000,17,e
30,Valle del Cauca,1075400,10,c
28,Sucre,1316800,16,d
8,Caqueta,328000,2,d
16,Guaviare,900200,29,e
30,Valle del Cauca,167600,18,e
24,Quindio,826400,22,a
7,Caldas,1022200,14,d
32,Vichada,787400,10,c
22,Norte de Santander,1803200,20,b
5,Bolivar,1537400,19,c
14,Cundinamarca,1005000,11,b
18,La Guajira,833000,15,e
12,Choco,1839000,15,d
19,Magdalena,464600,22,a
9,Casanare,977600,1,d
31,Vaupes,921600,22,c
14,Cundinamarca,1906000,22,d
2,Antioquia,662400,18,d
1,Amazonas,1411800,23,d
25,Risaralda,1578400,15,e
23,Putumayo,1349800,13,e
9,Casanare,1181000,22,c
16,Guaviare,555600,24,e
23,Putumayo,195400,20,d
20,Meta,1175600,26,e
14,Cundinamarca,644000,15,a
26,San Andres y Providencia,1122800,28,c
25,Risaralda,1254400,5,d
26,San Andres y Providencia,1845600,13,c
20,Meta,1995000,10,e
20,Meta,1814200,10,c
28,Sucre,200400,8,a
29,Tolima,615000,1,c
1,Amazonas,1229000,6,a
18,La Guajira,494600,20,a
10,Cauca,1632600,12,d
3,Arauca,1638400,10,e
27,Santander,304200,23,e
20,Meta,302800,29,c
12,Choco,1469200,1,e
14,Cundinamarca,778800,27,d
26,San Andres y Providencia,219200,14,c
27,Santander,481400,24,e
18,La Guajira,1005800,2,c
17,Huila,1603200,23,e
1,Amazonas,761600,5,c
7,Caldas,274800,10,a
25,Risaralda,318600,1,c
27,Santander,176000,29,c
15,Guainia,1799000,27,b
9,Casanare,458000,20,b
20,Meta,526400,6,b
23,Putumayo,1671400,7,d
9,Casanare,1717200,15,b
25,Risaralda,960800,26,c
27,Santander,1477200,28,b
32,Vichada,1604000,25,d
13,Cordoba,809200,22,e
19,Magdalena,1779200,30,e
29,Tolima,1934200,3,d
10,Cauca,670000,27,a
21,Narino,8000,15,d
20,Meta,272000,25,d
30,Valle del Cauca,1135800,19,e
6,Boyaca,856800,14,d
23,Putumayo,1472200,26,b
28,Sucre,771400,16,c
8,Caqueta,7000,13,e
14,Cundinamarca,1288800,10,a
3,Arauca,441600,8,d
28,Sucre,236000,20,c
17,Huila,1166200,8,c
20,Meta,779400,23,d
32,Vichada,716800,10,b
10,Cauca,1688000,9,d
27,Santander,1919200,13,c
15,Guainia,1249800,22,d
12,Choco,1896800,3,e
21,Narino,1642000,28,d
12,Choco,63600,30,c
10,Cauca,52000,29,b
2,Antioquia,1196800,2,b
6,Boyaca,563000,6,c
30,Valle del Cauca,1971400,8,a
10,Cauca,1581800,11,b
17,Huila,558000,17,a
15,Guainia,134400,8,c
16,Guaviare,1959600,29,b
19,Magdalena,592200,30,a
8,Caqueta,1655000,11,b
12,Choco,1921800,3,d
16,Guaviare,295600,13,c
22,Norte de Santander,59200,0,e
23,Putumayo,1752600,20,e
6,Boyaca,18800,29,a
23,Putumayo,1787600,20,e
21,Narino,748400,21,d
28,Sucre,177400,4,d
4,Atlantico,1724200,20,c
22,Norte de Santander,733800,9,a
28,Sucre,114200,21,a
20,Meta,287200,19,e
25,Risaralda,1729600,21,a
28,Sucre,1919800,25,c
11,Cesar,917400,16,e
10,Cauca,567400,1,a
18,La Guajira,802800,5,c
8,Caqueta,503800,19,e
19,Magdalena,1315000,3,b
28,Sucre,1620000,10,d
14,Cundinamarca,1491400,13,e
20,Meta,889800,16,e
28,Sucre,16000,11,b
21,Narino,1299400,19,b
12,Choco,84000,13,e
4,Atlantico,1855800,0,c
32,Vichada,865800,23,e
29,Tolima,751600,3,b
18,La Guajira,1829000,8,b
30,Valle del Cauca,1935000,13,b
15,Guainia,632400,20,e
9,Casanare,1104800,17,b
19,Magdalena,1252000,18,b
5,Bolivar,534400,26,c
20,Meta,1625800,9,b
32,Vichada,1900400,2,e
31,Vaupes,397600,1,c
1,Amazonas,10000,29,a
32,Vichada,294400,21,d
8,Caqueta,752400,26,d
32,Vichada,1719000,28,d
16,Guaviare,315200,20,a
29,Tolima,1094200,8,b
8,Caqueta,745600,18,e
2,Antioquia,1077200,26,a
8,Caqueta,1922400,30,b
3,Arauca,1213400,20,a
8,Caqueta,1929400,13,e
12,Choco,70000,6,d
32,Vichada,173600,4,e
22,Norte de Santander,1577000,3,d
27,Santander,584400,6,b
23,Putumayo,789200,19,b
19,Magdalena,636400,7,c
32,Vichada,1650400,8,e
8,Caqueta,357000,1,a
18,La Guajira,846000,24,e
1,Amazonas,630200,21,e
30,Valle del Cauca,354800,25,d
13,Cordoba,921400,5,b
29,Tolima,167200,15,e
18,La Guajira,1387800,15,d
8,Caqueta,1313200,19,d
25,Risaralda,942800,21,c
22,Norte de Santander,1810800,23,e
21,Narino,447800,22,e
12,Choco,563600,25,d
9,Casanare,158800,9,d
13,Cordoba,666200,9,c
11,Cesar,590000,22,e
10,Cauca,512400,11,e
29,Tolima,88000,27,e
31,Vaupes,655400,13,e
17,Huila,72200,16,e
4,Atlantico,1885200,27,b
1,Amazonas,1131600,1,b
28,Sucre,154600,29,e
21,Narino,1972400,29,a
13,Cordoba,883400,30,b
25,Risaralda,1921000,0,a
6,Boyaca,1225200,8,d
8,Caqueta,1319600,3,c
28,Sucre,1455200,12,c
31,Vaupes,244200,28,e
11,Cesar,1824800,17,d
11,Cesar,1385400,28,e
5,Bolivar,1442400,22,e
24,Quindio,984600,12,a
20,Meta,66400,27,e
4,Atlantico,1833000,14,b
32,Vichada,1166000,27,d
9,Casanare,334800,23,e
25,Risaralda,1422200,1,a
17,Huila,1763800,21,c
28,Sucre,671800,14,a
27,Santander,67000,19,e
1,Amazonas,1532200,27,a
13,Cordoba,1695600,12,e
3,Arauca,49800,10,e
4,Atlantico,1436200,4,c
5,Bolivar,1689000,25,a
27,Santander,1355200,15,a
24,Quindio,849800,21,c
28,Sucre,1307000,2,a
16,Guaviare,546800,29,a
10,Cauca,1034400,5,d
24,Quindio,698400,21,a
20,Meta,887200,25,a
19,Magdalena,1240400,13,d
1,Amazonas,450800,15,b
6,Boyaca,1031800,12,e
16,Guaviare,1677200,14,a
31,Vaupes,1377200,20,e
21,Narino,1309000,18,c
14,Cundinamarca,688600,10,b
16,Guaviare,56200,4,d
18,La Guajira,609600,4,b
7,Caldas,958600,27,d
27,Santander,880600,13,e
26,San Andres y Providencia,1194400,13,b
6,Boyaca,549200,16,c
11,Cesar,949600,24,e
10,Cauca,1078200,10,b
2,Antioquia,473400,2,e
26,San Andres y Providencia,989200,9,a
10,Cauca,1237200,17,c
12,Choco,641200,2,b
28,Sucre,625800,27,d
32,Vichada,1344400,26,a
14,Cundinamarca,340800,24,c
10,Cauca,388000,16,d
27,Santander,787800,7,e
6,Boyaca,1156800,9,c
26,San Andres y Providencia,1166600,26,b
5,Bolivar,676800,20,c
32,Vichada,732200,23,b
30,Valle del Cauca,1148800,21,b
14,Cundinamarca,1173000,15,d
25,Risaralda,1884400,27,c
7,Caldas,1736200,10,e
18,La Guajira,327600,21,c
32,Vichada,52600,25,c
13,Cordoba,371600,19,d
2,Antioquia,1004200,4,d
16,Guaviare,562600,2,e
28,Sucre,254200,0,a
29,Tolima,536800,24,a
8,Caqueta,1275800,12,c
30,Valle del Cauca,1051000,28,d
5,Bolivar,869000,22,a
10,Cauca,1494000,30,c
31,Vaupes,698000,22,c
25,Risaralda,104000,25,a
8,Caqueta,1683000,1,d
13,Cordoba,1924800,17,b
15,Guainia,1496800,6,e
9,Casanare,538800,15,c
14,Cundinamarca,1068000,10,d
15,Guainia,724200,11,d
22,Norte de Santander,1882800,8,a
5,Bolivar,163400,30,d
2,Antioquia,1763600,4,c
21,Narino,1614400,28,d
32,Vichada,993400,20,b
25,Risaralda,1851400,20,e
20,Meta,992200,26,b
26,San Andres y Providencia,1385400,6,c
5,Bolivar,558600,6,d
21,Narino,1204600,8,b
21,Narino,965200,27,a
12,Choco,1987800,3,a
1,Amazonas,851200,10,b
20,Meta,1363600,10,c
12,Choco,480400,9,d
18,La Guajira,1868600,30,e
25,Risaralda,1063000,30,a
5,Bolivar,924200,26,d
18,La Guajira,256200,1,d
32,Vichada,1617800,6,d
23,Putumayo,1331600,0,c
10,Cauca,836800,10,c
25,Risaralda,1815200,21,c
27,Santander,993200,3,b
23,Putumayo,386800,30,b
18,La Guajira,704400,13,b
1,Amazonas,925600,7,d
20,Meta,1855400,18,d
26,San Andres y Providencia,1011000,16,c
27,Santander,728800,15,a
32,Vichada,1370000,5,e
2,Antioquia,1577600,11,c
19,Magdalena,1363800,18,b
16,Guaviare,1411600,26,e
18,La Guajira,214600,2,e
3,Arauca,722200,20,e
4,Atlantico,1914200,27,d
27,Santander,1033000,5,c
14,Cundinamarca,525800,23,d
11,Cesar,1067400,22,c
32,Vichada,1438800,22,e
6,Boyaca,1370800,9,e
11,Cesar,1319800,12,d
26,San Andres y Providencia,1116200,1,a
21,Narino,1719000,24,c
25,Risaralda,1516800,1,a
22,Norte de Santander,390400,21,c
3,Arauca,1566800,28,a
18,La Guajira,1833200,0,e
29,Tolima,880000,24,d
9,Casanare,92600,19,b
1,Amazonas,817400,2,c
16,Guaviare,1716000,16,a
14,Cundinamarca,656200,23,b
32,Vichada,345200,23,b
30,Valle del Cauca,1404000,19,c
32,Vichada,198000,16,b
13,Cordoba,1283800,8,e
22,Norte de Santander,806200,10,b
4,Atlantico,1941600,13,b
24,Quindio,1955400,19,a
31,Vaupes,1381400,19,b
24,Quindio,85400,1,c
29,Tolima,829000,16,a
31,Vaupes,1529000,18,a
4,Atlantico,137200,12,b
2,Antioquia,252800,4,e
20,Meta,9200,8,c
3,Arauca,1079600,24,b
16,Guaviare,136400,26,c
16,Guaviare,778200,23,b
28,Sucre,1818600,15,b
10,Cauca,1376200,10,a
2,Antioquia,993600,3,e
19,Magdalena,1310400,30,a
20,Meta,1947800,21,a
10,Cauca,1562200,16,d
1,Amazonas,952200,17,b
29,Tolima,499800,0,c
14,Cundinamarca,368200,20,a
25,Risaralda,1851600,22,b
13,Cordoba,1996000,27,b
28,Sucre,535800,21,a
32,Vichada,129000,7,c
31,Vaupes,1380200,11,a
6,Boyaca,1860200,22,b
26,San Andres y Providencia,162200,8,b
26,San Andres y Providencia,844400,18,d
23,Putumayo,901600,30,e
31,Vaupes,984200,23,c
23,Putumayo,361800,20,d
7,Caldas,1646000,12,a
31,Vaupes,294400,21,e
18,La Guajira,1594600,19,c
2,Antioquia,1099600,9,c
32,Vichada,1452000,19,e
22,Norte de Santander,50400,11,e
13,Cordoba,322000,8,e
12,Choco,1721000,16,a
19,Magdalena,251800,27,b
16,Guaviare,1719600,17,b
12,Choco,485800,9,e
23,Putumayo,1596800,2,d
17,Huila,121600,5,e
22,Norte de Santander,698600,13,e
29,Tolima,887800,18,a
15,Guainia,1906200,5,d
18,La Guajira,465800,19,e
6,Boyaca,376800,2,b
26,San Andres y Providencia,1312400,27,c
15,Guainia,925200,27,a
12,Choco,1489000,22,c
15,Guainia,984000,15,b
3,Arauca,1534800,13,c
16,Guaviare,1347600,7,d
25,Risaralda,1191200,7,c
1,Amazonas,1830800,20,e
12,Choco,1835600,24,a
16,Guaviare,127600,19,a
14,Cundinamarca,755800,6,d
26,San Andres y Providencia,511600,11,d
21,Narino,306600,28,a
10,Cauca,1190400,7,a
29,Tolima,843000,6,d
24,Quindio,432800,3,a
17,Huila,809400,29,d
10,Cauca,1900600,18,b
3,Arauca,752400,15,b
21,Narino,272800,23,b
22,Norte de Santander,966200,23,a
30,Valle del Cauca,1445600,6,a
9,Casanare,1353400,25,d
27,Santander,637600,12,b
23,Putumayo,733000,25,d
4,Atlantico,1483000,7,c
28,Sucre,190400,24,b
11,Cesar,1653800,22,c
31,Vaupes,1736600,14,a
15,Guainia,403800,25,b
6,Boyaca,649800,7,a
28,Sucre,1999600,29,c
17,Huila,977000,0,e
8,Caqueta,1009400,8,b
28,Sucre,884600,13,c
14,Cundinamarca,1232600,17,a
7,Caldas,730600,6,a
24,Quindio,1385000,28,d
21,Narino,1544400,6,d
27,Santander,1734400,10,d
32,Vichada,1104800,19,e
17,Huila,1323400,6,a
30,Valle del Cauca,93000,12,d
19,Magdalena,1960400,9,d
18,La Guajira,81600,21,a
7,Caldas,973200,7,d
16,Guaviare,1978800,21,a
7,Caldas,810400,25,c
25,Risaralda,1612600,27,b
22,Norte de Santander,1873400,6,d
20,Meta,1423200,8,d
29,Tolima,152000,12,a
24,Quindio,1727400,4,d
11,Cesar,439000,4,e
14,Cundinamarca,211400,29,a
12,Choco,1330200,12,b
30,Valle del Cauca,744400,17,b
28,Sucre,1587600,24,e
14,Cundinamarca,813400,27,a
12,Choco,613600,25,d
20,Meta,1644600,12,a
25,Risaralda,1818200,27,c
24,Quindio,1774800,10,e
21,Narino,1525400,28,c
18,La Guajira,755400,0,d
16,Guaviare,1649400,26,a
10,Cauca,960800,3,d
29,Tolima,1918600,24,c
10,Cauca,1115600,21,c
31,Vaupes,71600,19,b
12,Choco,465000,6,b
20,Meta,1586000,30,c
19,Magdalena,1166200,13,c
27,Santander,1729200,9,c
17,Huila,993200,2,c
23,Putumayo,1947000,7,b
25,Risaralda,805800,22,b
2,Antioquia,945000,14,c
17,Huila,114200,12,e
27,Santander,1143800,7,b
4,Atlantico,1644800,5,b
20,Meta,843400,27,a
11,Cesar,391600,23,a
22,Norte de Santander,1221800,7,d
22,Norte de Santander,906200,25,d
4,Atlantico,564600,11,a
31,Vaupes,1668800,7,e
12,Choco,1916400,7,a
30,Valle del Cauca,74000,21,c
16,Guaviare,403800,9,d
12,Choco,556800,12,d
7,Caldas,1773400,11,e
16,Guaviare,1576200,13,d
14,Cundinamarca,927200,11,b
31,Vaupes,229600,30,d
29,Tolima,951000,22,b
30,Valle del Cauca,139000,6,c
32,Vichada,1721200,14,b
11,Cesar,528400,17,b
6,Boyaca,287000,8,b
5,Bolivar,157600,22,d
22,Norte de Santander,873200,16,b
22,Norte de Santander,1451200,24,c
2,Antioquia,1340800,16,a
22,Norte de Santander,456200,16,b
2,Antioquia,212400,4,c
10,Cauca,1499200,22,b
6,Boyaca,357800,12,b
18,La Guajira,1365000,18,e
2,Antioquia,625000,3,b
12,Choco,1053000,21,a
32,Vichada,1895800,8,b
9,Casanare,463400,18,e
31,Vaupes,400200,30,a
17,Huila,390000,4,c
8,Caqueta,155400,6,a
17,Huila,1104600,2,e
27,Santander,1687000,4,a
15,Guainia,459200,9,e
23,Putumayo,1833200,17,a
19,Magdalena,1190200,11,b
23,Putumayo,1359800,3,e
4,Atlantico,980400,7,b
16,Guaviare,1204200,25,a
5,Bolivar,1890200,11,b
2,Antioquia,964000,28,a
21,Narino,1052400,25,d
29,Tolima,869600,26,e
19,Magdalena,1118800,2,c
17,Huila,443600,9,b
13,Cordoba,169600,18,e
26,San Andres y Providencia,432800,15,b
2,Antioquia,548200,6,b
26,San Andres y Providencia,1570000,2,d
16,Guaviare,871000,6,a
19,Magdalena,1936600,10,b
2,Antioquia,417800,11,e
21,Narino,995000,20,c
28,Sucre,1147800,1,c
10,Cauca,1984400,0,a
1,Amazonas,1049800,26,d
11,Cesar,963400,8,b
17,Huila,889600,25,d
4,Atlantico,398000,21,d
5,Bolivar,416400,28,b
26,San Andres y Providencia,1343200,13,a
9,Casanare,1207200,27,b
10,Cauca,1340200,23,e
22,Norte de Santander,1485600,28,d
4,Atlantico,1537600,20,b
32,Vichada,669800,28,e
28,Sucre,1047400,3,a
22,Norte de Santander,1693200,30,e
1,Amazonas,1346400,13,a
29,Tolima,803400,4,a
18,La Guajira,1873600,25,e
5,Bolivar,984000,29,e
4,Atlantico,908800,3,c
25,Risaralda,1404800,22,d
16,Guaviare,674600,2,d
15,Guainia,613600,16,a
11,Cesar,956200,23,a
16,Guaviare,637000,12,b
13,Cordoba,853800,23,e
9,Casanare,355000,7,c
29,Tolima,1823800,18,b
25,Risaralda,204600,10,e
4,Atlantico,677000,1,c
15,Guainia,1635400,24,c
26,San Andres y Providencia,1335000,23,c
16,Guaviare,472600,25,a
8,Caqueta,1959400,11,a
29,Tolima,1782200,8,a
19,Magdalena,150000,11,b
31,Vaupes,1291600,17,e
11,Cesar,1854000,22,d
8,Caqueta,312200,20,e
1,Amazonas,1510000,20,a
10,Cauca,214800,13,b
9,Casanare,311600,0,e
10,Cauca,633800,13,e
24,Quindio,1399000,11,e
18,La Guajira,659800,28,b
14,Cundinamarca,325400,12,d
28,Sucre,1406400,9,a
8,Caqueta,240600,3,e
15,Guainia,540200,19,b
27,Santander,221800,14,e
22,Norte de Santander,1604200,20,e
1,Amazonas,954400,19,a
29,Tolima,1137800,26,a
29,Tolima,1451600,5,d
10,Cauca,1583600,28,e
8,Caqueta,831400,28,a
19,Magdalena,914400,5,c
30,Valle del Cauca,1116800,1,e
22,Norte de Santander,59400,13,b
16,Guaviare,1208000,1,e
24,Quindio,600600,0,e
24,Quindio,730600,25,e
28,Sucre,321600,12,a
30,Valle del Cauca,1964000,10,c
15,Guainia,1562600,10,e
9,Casanare,318000,30,d
20,Meta,1791000,3,b
23,Putumayo,1891000,24,b
1,Amazonas,1539600,21,d
31,Vaupes,312800,16,a
32,Vichada,1406600,8,d
26,San Andres y Providencia,469600,17,a
24,Quindio,1074800,1,a
18,La Guajira,997000,0,c
27,Santander,1718600,26,e
15,Guainia,1525400,13,b
26,San Andres y Providencia,1245800,21,b
12,Choco,1811600,3,c
10,Cauca,1372000,21,a
5,Bolivar,1976200,20,d
11,Cesar,494600,25,e
19,Magdalena,30400,15,a
20,Meta,1482800,4,d
27,Santander,1169000,30,a
1,Amazonas,518600,14,e
11,Cesar,370600,30,a
4,Atlantico,1331600,25,e
29,Tolima,869600,13,b
27,Santander,303200,24,b
12,Choco,1022400,3,e
15,Guainia,1842800,7,e
28,Sucre,497200,0,d
19,Magdalena,886600,30,d
29,Tolima,712000,14,c
3,Arauca,698000,6,d
23,Putumayo,714600,8,b
18,La Guajira,439600,28,b
18,La Guajira,1085400,5,b
18,La Guajira,46800,14,b
20,Meta,1397000,12,b
11,Cesar,544600,27,d
27,Santander,596600,17,c
26,San Andres y Providencia,1528600,21,e
21,Narino,1219400,5,a
13,Cordoba,19000,16,e
23,Putumayo,1422000,26,a
24,Quindio,796600,13,c
12,Choco,1574400,26,a
16,Guaviare,319000,23,e
18,La Guajira,1573600,16,d
31,Vaupes,568800,17,d
8,Caqueta,1595800,4,e
24,Quindio,919600,19,d
25,Risaralda,1179000,27,a
32,Vichada,152800,5,a
23,Putumayo,1460600,30,c
1,Amazonas,555800,14,d
16,Guaviare,1815200,7,c
23,Putumayo,912600,10,a
9,Casanare,1382200,14,d
2,Antioquia,1824400,6,b
27,Santander,319400,2,e
13,Cordoba,1610200,17,c
4,Atlantico,735400,16,d
14,Cundinamarca,1038400,2,b
6,Boyaca,1995200,25,e
6,Boyaca,1631000,20,a
5,Bolivar,76000,14,c
31,Vaupes,1820400,9,a
19,Magdalena,1755400,21,e
11,Cesar,685400,30,e
13,Cordoba,1899000,2,d
17,Huila,227200,21,c
19,Magdalena,540400,14,b
17,Huila,593000,25,a
19,Magdalena,284200,28,b
19,Magdalena,862200,30,b
27,Santander,613200,26,d
3,Arauca,1162600,25,c
27,Santander,1739600,17,c
18,La Guajira,1390800,28,d
32,Vichada,961000,22,b
22,Norte de Santander,1617400,23,e
14,Cundinamarca,391800,0,d
14,Cundinamarca,205000,0,c
6,Boyaca,1321600,13,d
9,Casanare,1669200,21,e
21,Narino,525400,1,c
16,Guaviare,1950200,1,d
14,Cundinamarca,426800,4,b
30,Valle del Cauca,1492400,5,a
16,Guaviare,1219800,29,e
29,Tolima,365200,22,d
26,San Andres y Providencia,782600,12,b
7,Caldas,1829000,6,d
28,Sucre,808800,8,a
9,Casanare,1052600,23,b
10,Cauca,829200,22,d
22,Norte de Santander,518000,9,a
21,Narino,1546800,24,d
21,Narino,332200,7,e
11,Cesar,1710200,10,e
1,Amazonas,930400,17,b
